"","methanotrophy","methanogenesis_by_CO2_reduction_with_H2","methanogenesis_by_reduction_of_methyl_compounds_with_H2","hydrogenotrophic_methanogenesis","methanogenesis","methanol_oxidation","methylotrophy","aerobic_ammonia_oxidation","aerobic_nitrite_oxidation","sulfate_respiration","sulfur_respiration","nitrate_denitrification","chitinolysis","dark_hydrogen_oxidation","nitrogen_fixation","cellulolysis","xylanolysis","dark_sulfide_oxidation","dark_oxidation_of_sulfur_compounds","manganese_oxidation","fermentation","aerobic_chemoheterotrophy","invertebrate_parasites","human_pathogens_septicemia","human_pathogens_pneumonia","human_pathogens_gastroenteritis","human_pathogens_diarrhea","human_pathogens_all","human_gut","animal_parasites_or_symbionts","plant_pathogen","aromatic_hydrocarbon_degradation","aromatic_compound_degradation","aliphatic_non_methane_hydrocarbon_degradation","hydrocarbon_degradation","iron_respiration","nitrate_respiration","nitrate_reduction","intracellular_parasites","chlorate_reducers","predatory_or_exoparasitic","nonphotosynthetic_cyanobacteria","photosynthetic_cyanobacteria","anoxygenic_photoautotrophy_S_oxidizing","photoheterotrophy","ureolysis"
"WA101Inner.16S.S93",0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,43.37,4.86,0,0,0,0,0,0.2,0,0,0,0,0.06,0,0,0,0,0,0.2,0,0,0,0,0,0,0
"WA101Mineral.16S.S93",0,0,0,0,0,0,0,0.63,0,0,0,0,0,11.46,1.51,1.14,0,0,0,0,0,28.54,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0.29,0,0.51,0.17,0,0,0,0
"WA101Organic.16S.S93",0,0,0,0,0,0,0,0.6,0,0,0,0,0.06,9.69,0.83,0.54,0,0,0,0,0.89,34.31,0,0,0.06,0,0,0.29,0,2.91,0,0.2,0.46,0.2,0,0,0.46,0.46,0.4,0,0.26,0.31,0,0,0,0
"WA101Outer.16S.S93",4.94,0,0,0,0,4.94,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.91,0.71,31.34,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0.2,1.17,0,0.23,0.2,2.03,0,0.2,4.94
"WA102Inner.16S.S93",3.6,0,0,0,0,3.6,0,0,0,0,0,0,0,0,1.03,1.37,0,0,0,0,0,73.06,0,0,0,0,0,0,0,1.23,0,0,1.23,0,0,0,0,0.46,0,0,1.06,0,0,0,0,3.6
"WA103Inner.16S.S94",1.09,0,0,0,0,1.09,0,0,0,0,0,0.37,0,1.11,0,0,0,0,0,0,3.69,58.69,0,0,0,0,0,2.23,2.23,0,0,0,1.26,0,0,0,0,2.23,0.74,0,1.17,0.6,0,0.37,0.37,1.09
"WA103Outer.16S.S94",1.74,0,0,0,0,1.74,0,0,0,0,0,0,0,1.37,0.43,0,0,0,0,0,3.09,47.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,1.69,2.17
"WA103starInner.16S.S94",0,0,0,0,0,0.4,0,0.4,0,0,0,0,0.03,3.6,0.74,1.17,0,0,0,0,2.34,25,0,0,0,0,0,0.03,0,0,0,0,0.34,0,0,0,0.03,0.2,0.74,0,2.17,0.14,0,0,0.83,0
"WA104Mineral.16S.S95",0,0,0,0,0,0,0,0.86,0,0,0,0,0,11.57,1.4,1.6,0,0,0,0,0,27.09,0,0,0,0,0,0,0,1.83,0,0,0.31,0,0,0,0,0,0.03,0,0,0.11,0,0,0,0
"WA104Organic.16S.S95",0,0,0,0,0,0,0,1.46,0,0,0,0,0,12.8,0.49,0.51,0,0,0,0,0,37.29,0,0,0,0,0,0,0,2.57,0,0,1.11,0,0,0.69,0,0.06,0.6,0,0.17,0.03,0,0,0.17,0
"WA104Outer.16S.S95",1.6,0,0,0,0,1.6,0,0,0,0,0,0,0,13.34,0,0.83,0,0,0,0,1.66,43.49,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.14,0.17,0,0.6,0,0.77,0,0.14,1.83
"WA12Inner.16S.S96",1.34,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,8.03,66.69,0,0,0,0,0,5.77,5.77,0,0,0,0.49,0,0,0,0,5.77,0,0,0.14,0,0.26,0,0,1.34
"WA12Mineral.16S.S97",0,0,0,0,0,0,0,1.97,0,0,0,0,0,12.54,0.6,1.49,0,0,0,0,0.03,28.49,0,0,0,0,0,0,0,1.37,0,0,0.49,0,0,0.54,0,0,0.43,0,0.17,0,0,0,0,0.29
"WA12Organic.16S.S97",0,0,0,0,0,0,0,1.71,0,0,0,0,0,10.03,0.31,0.2,0,0,0,0,2.51,35.2,0,0,0,0,0,0.97,0,1.31,0,1,1.2,1,0,0,1.23,0.06,1.14,0,1.26,0,0,0,0,0.77
"WA12Outer.16S.S97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,3.86,57.74,0,0,0,0,0,0,0,0,0,0.43,0,0.43,0,0,0,0,0.03,0,0,0,0,0,0,0
"WA15Inner.16S.S98",1.37,0,0,0,0,1.37,0,0,0,0,0,0,0,2.09,0.66,0.97,0,0,0,0,5.54,70.6,0,0,0,0,0,0.37,0.2,0.86,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0.46,0,0.4,1.54
"WA15Mineral.16S.S98",0,0,0,0,0,0,0,0.57,0,0,0,0,0,9.46,0.43,0.91,0,0,0,0,0,29.37,0,0,0,0,0,0,0,3.57,0,0,0.23,0,0,0,0,0,0.31,0,0.2,0,0,0,0,0.34
"WA15Organic.16S.S98",0,0,0,0,0,0,0,0.11,0,0,0,0,0,10.34,0.29,0.37,0,0,0,0,0.26,34.86,0,0,0.2,0,0,0.2,0,2.43,0,0.43,0.66,0.43,0,0,0,0.23,0.23,0,0.11,0.23,0,0,0.29,0
"WA15Outer.16S.S99",2.11,0,0,0,0,2.11,0,0,0,0,0,0,0,0.14,0.57,2.54,0,0,0,0,0,31.94,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0.34,1.09,0,1.14,2.11
"WA5Inner.16S.S100",0,1.57,0.83,2.4,0,0,0.83,0,0,0,0,0,0,11.17,0,0,0,0,0.57,0,4,49.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0
"WA5Mineral.16S.S100",0,0,0,0,0,0,0,0.69,0,0,0,0,0,10.8,0.94,2.2,0,0,0,0,0.29,33.03,0,0,0,0,0,0,0,3.2,0,0,0.8,0,0,0,0,0,0.26,0,0.23,0,0,0,0.11,0
"WA5Organic.16S.S100",0,0,0,0,0,0,0,0.37,0,0,0,0,0,12,0.74,1.14,0,0,0,0,0.54,39.66,0,0,0.29,0,0,0.29,0,4.17,0,0.43,0.83,0.43,0,0,0.23,0.23,0.37,0,0.57,0.03,0,0,0,0.06
"WA5Outer.16S.S100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,90.31,0,0,0,0,0,3.69,3.69,0,0,0,0,0,0,0,0,3.69,0,0,0,0,0,0,0,0
"WAX1Inner.16S.S100",0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.51,0,1.71,0,0,0,0,1.17,63.69,0,0,0,0,0,0.97,0.97,0.4,0,0,1.43,0,0,0,0,0.97,0,0,1.11,0,0,0,0,0
"WAX1Outer.16S.S101",2.4,0,0,0,0,2.4,0,0,0,0,0,0,0,0.86,0,1.09,0,0.09,0.09,0,0.26,26.17,0,0,0,0,0,0.11,0.11,0.23,0,0,0.8,0,0,0,0,1.89,0.06,0,1.66,0.29,0.69,0,1.77,2.4
"WO1Inner.16S.S101",0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,3.54,80.8,0,0,0,0,0,2.14,2.14,0.66,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0
"WO1Mineral.16S.S101",1.74,0,0,0,0,0,1.74,0,0,0,0,0,0,8.4,1.74,3.43,0,0,0,0,0,36.14,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,0,0.57,1.8,0,0.17,0.4,0,0,0,0
"WO1Organic.16S.S101",0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,2.94,0,0,0,0,0.37,28.57,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0.23,0.09,0.37,0.31,0,0.49,1.23,0,0,0,0
"WO1Outer.16S.S102",0.31,0,0,0,0,0.31,0,0,0,0,0,0,0,1.63,0.23,0.57,0,0,0,0,0.17,34.37,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0.57,1.49,0,3,0.23,0,0,0.4,0.6
"WP101Inner.16S.S102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,57.69,0,0,0,0,0,1.43,1.43,0,0,0,0.37,0,0,0,0,1.43,0,0,0,0,0,0,0,0
"WP101Mineral.16S.S102",3.57,0,0,0,0,0,3.57,0,0,0,0,0,0,10.54,3.57,3.4,0,0,0,0,0,33.63,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0.29,0.43,0,0.23,0.77,0,0,0,0
"WP101Organic.16S.S102",0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,3.57,0,0,0,0,0,25.89,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.34,0,0,1.17,0,0.03,0.49,0,0,0.26,0
"WP101Outer.16S.S102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,30.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0.23,1.06,0,0,0
"WP102Inner.16S.S103",0.37,0,0,0,0,0.37,0,0,0,0,0,0,0,0.31,0,1.03,0,0,0,0,79.69,10.54,0,0,0,0,0,0,0,0.83,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.37
"WP102Outer.16S.S103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7.91,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.37,1.89,0,1.37,0
"WP103Inner.16S.S103",0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.54,1.06,0,0,0,0,3.09,55,0,0,0,0,0,1.89,1.89,0.14,0,0,0,0,0,0,0,1.89,0.51,0,0,0.54,0.57,0,0,0
"WP2Inner.16S.S104",0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,1.14,0,0.37,0,0,0,0,43.83,21.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0.46,0,0.29,0,0.23,0.2
"WP2Mineral.16S.S104",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5.2,0,0,0,0,0,26.26,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0.54,0,0,2.43,0,0.4,0.2,0,0,0.23,0
"WP2Organic.16S.S104",0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,7.83,0,0,0,0,0,26.91,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.57,0,0,1.6,0,0.34,0.8,0,0,0,0
"WP2Outer.16S.S104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,1.86,27.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.46,0,1.86,0
"WP3Inner.16S.S105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0.37,15.57,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0.09,0.14,0,0.14,0.06,0.69,0,0,0
"WP3Organic.16S.S105",0.14,0.14,0.03,0.03,0,0,0.03,0,0,0,0,0,0,2.97,0,2.63,0,0,0,0,0.46,19.03,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.03,0,0.94,0,0.14,0.37,0,0,0,0
"WP4Inner.16S.S107",0,1.4,0,1.4,0,0,0,0,0,0,0,0,0,1.4,0,2.86,0,0,0,0,2.51,37.63,0,0,0,0,0,1.91,1.91,0,0,0.4,0,0.4,0,0,0,1.91,0.54,0,0,0.54,0.83,0,1.09,0
"WP4Organic.16S.S107",0.2,0.37,0,0,0,0,0,0.09,0,0,0,0,0,2.43,0,4.11,0,0,0,0,1.03,16.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.6,0,0.26,0.2,0,0,0,0
"WP4Outer.16S.S108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.43,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.49,0.34,0,0,0
"WP401Mineral.16S.S105",1.43,0,0,0,0,0,1.43,0,0,0,0,0,0,8.37,1.43,4.14,0,0,0,0,0,32.11,0,0,0,0,0,0.26,0,2.4,0,0,0,0,0,0,0,0.4,0.8,0,0.03,0.91,0,0,0,0
"WP401Organic.16S.S105",0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,3.29,0,0,0,0,0,28.94,0,0,0,0,0,0.03,0,0.94,0,0,0,0,0,0,0.09,0,1.17,0,0.57,1.11,0,0,0,0.14
"WP402Inner.16S.S106",0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,3.66,92.74,0,0,0,0,0,1.29,1.29,1.66,0,0,1.66,0,0,0,0,1.29,0.6,0,0,0,0,0,0,0
"WP402Mineral.16S.S106",0.63,0,0,0,0,0,0.63,0,0,0,0,0,0,8.31,0.63,4.14,0,0,0,0,0,32.43,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0.37,2.09,0,0.4,0.23,0,0,0.06,0
"WP402Organic.16S.S106",0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0,5.49,0,0,0,0,0,30.2,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0.89,0,0.77,0.43,0,0,0,0
"WP403Mineral.16S.S107",1.09,0,0,0,0,0,1.09,0,0,0,0,0,0,8.51,1.09,2.77,0,0,0,0,0,34.49,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0.69,0.6,0,0.03,0.09,0,0,0,0
"WP403Organic.16S.S107",0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0,2.91,0,0,0,0,0.57,26.94,0,0,0,0,0,0.4,0,0.8,0,0,0,0,0,0,0.4,0.37,1.34,0,0.71,0.29,0,0,0,0.14
"WP5Inner.16S.S108",0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,2.2,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.09,2.97,0.63,0,0,0
"WP5Mineral.16S.S108",0.77,0,0,0,0,0,0.77,0,0,0,0,0,0,7.09,0.77,3.23,0,0,0,0,0,28.31,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,1.69,0,0.26,0.57,0,0,0.46,0
"WP5Organic.16S.S108",0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,4.86,0,0,0,0,0,25.31,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0.34,0,0,1.89,0,0.57,0.46,0,0,0.63,0
"WP6Inner.16S.S109",0.31,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,2.4,56,0,0,0,0,0,1.8,1.8,0,0,0,0,0,0,0,0,1.8,0.51,0,1,0,0.31,0,0,0.31
"WP6Mineral.16S.S109",1.4,0,0,0,0,0,1.4,0,0,0,0,0,0,9.86,1.4,5.86,0,0,0,0,0,42.86,0,0,0,0,0,0.03,0,3.43,0,0,0,0,0,0,0,0.57,0.66,0,0,0.23,0,0,0,0
"WP6Organic.16S.S109",0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,0,4.51,0,0,0,0,0,27.57,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0.26,0.09,0,0.97,0,0.4,0.49,0,0,0.37,0.06
"WP7Mineral.16S.S109",1.51,0,0,0,0,0,1.51,0,0,0,0,0,0,10.31,1.51,3.46,0,0,0,0,0,33.31,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0.17,0,0.74,1.51,0,0,0.49,0,0,0,0
"WP7Organic.16S.S109",0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,4.09,0.37,4,0,0,0,0,0,24.86,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0.23,0,0,0.71,0,0.37,1.23,0,0,0.26,0
"WP8Inner.16S.S110",0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1.26,0,0,0,0,4.06,36.71,0,0,0,0,0,1.74,1.74,1.94,0,0,0.8,0,0,0,0,1.74,0,0,0,0,1.8,0,0,0
"WP8Mineral.16S.S110",2.14,0,0,0,0,0,2.14,0,0,0,0,0,0,8,2.14,3.11,0,0,0,0,0,29.2,0,0,0,0,0,0,0,3.49,0,0,0,0,0,0,0,0.14,1.86,0,0.03,0,0,0,0,0
"WP8Organic.16S.S110",0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,4.23,0,0,0,0,0,27.26,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0.69,0,0.11,1.03,0,0,0.4,0
"WP8Outer.16S.S110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.34,0.29,0,0,1.4,0
"WP9Inner.16S.S110",0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,1.86,0,0,0,0,60.09,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
"WP9Mineral.16S.S111",1.66,0,0,0,0,0,1.66,0.29,0,0,0,0,0,10.83,1.66,4.31,0,0,0,0,0,34.71,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0.89,1.2,0,0,0.51,0,0,0,0
"WP9Organic.16S.S111",0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,5.37,0,0,0,0,0,29.37,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,1.17,0,0.09,0.43,0,0,0,0
"WP9Outer.16S.S111",0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,1.54,0,0,0,0,2.77,51.71,0,0,0,0,0,1.46,0.83,0,0,0,0,0,0,0,0.63,0.83,1.71,0,0,0,2.49,0,0,0
"WPBereniceMineral.16S.S111",0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,1.26,2.74,0,0,0,0,0.14,25.46,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0.14,0.37,0,0.43,0.03,0,0,0,0.4
"WPBERENICEOrganic.16S.S112",0,0,0,0,0,0,0,0.51,0,0,0,0,0,10.77,0.31,0.91,0,0,0,0,0.03,30.91,0,0,0,0,0,0.03,0,1.09,0,0,0.23,0,0,0,0,0,0.91,0,2.03,0.2,0,0,0,0
"WPBERENICEOuter.16S.S112",0.31,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,31.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.06,0.11,0.97,0,0,0.31
"WPX2Inner.16S.S112",0.51,0,0,0,0,0.06,0.46,0,0,0,0,0,0,2,0.46,1.4,0,0,0,0,1.77,37.23,0,0,0,0,0,1.31,1.31,0.31,0,0,0.17,0,0,0,0,1.31,0.37,0,0.17,0.06,0,0,0,0.06
"WPX2Mineral.16S.S113",0,0,0,0,0,0,0,2.09,0,0,0,0,0,11.63,0.91,2.66,0,0,0,0,0.09,28.91,0,0,0,0,0,0,0,1.49,0,0,0.2,0,0,0,0.03,0,1.49,0,0.37,0.03,0,0,0,0
"WPX2Organic.16S.S113",0,0,0,0,0,0,0,1.09,0,0,0,0,0,13,0.89,0.69,0,0,0,0,0.2,36.34,0,0,0,0,0,0,0,3.2,0,0,0.89,0,0,0,0,0,1.37,0,1.17,0,0,0,0,0
"WPX22Inner.16S.S112",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.34,0,0,0,0,0.23,53.97,0,0,0,0,0,0,0,1.14,0,0,0.66,0,0,0,0,0,1.4,0,0.54,1.69,0,0,0,0
"WPX22Outer.16S.S112",0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,2.8,0,0,0,0,2.31,54.57,0,0,0,0,0,1.63,1.63,0.51,0,0,0.51,0,0,0,0,1.63,1.6,0,1.26,0,0,0,0,0
"WPX5Inner.16S.S113",0.69,0.26,0,0,0,0.37,0.31,0,0,0,0,0,0,1.89,0.31,1.37,0.23,0,0,0,2.77,54.2,0,0,0,0,0,2.03,1.43,0,0,0,0,0,0,0,0.6,1.43,0,0,0.57,0.63,0,0,0,0.37
"WPX5Mineral.16S.S113",0,0,0,0,0,0,0,0.06,0,0,0,0,0,9.11,0.54,2.23,0,0,0,0,0,29.86,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0.49,0,0,0.11,0,0,0,0
"WPX5Organic.16S.S113",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.17,0,0,0,0,0,0,33.57,0,0,0.17,0,0,0.17,0,0.8,0,0,1.2,0,0,0,0.29,0,0.54,0,1.91,0.2,0,0,0,0
"WPX5Outer.16S.S114",0.89,0,0,0,0,0.89,0,0,0,0,0,0,0,0.4,0,2.29,0,0,0.69,0,0.2,35.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.74,0,0,0.54,0.57,0,0,0.89
"WPX7Inner.16S.S21",0,0.14,0,0.14,0,0,0,0,0,0,0,0,0,3.09,0,1,0,0,0,0,32.23,20.51,0,0,3.66,0,0,4.34,2.94,2.86,0,0,0.43,0,0,0,0,3.8,0.57,0,0.54,0.23,0,0,0,0
"WPX7Mineral.16S.S21",0,0,0,0,0,0,0,0,0,0,0,0,0,11.17,1.03,2.71,0,0,0,0,0,28.03,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0.86,0,0.69,0,0,0,0,0
"WPX7Organic.16S.S114",0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0.51,0.57,0,0,0,0,0.94,34.23,0,0,0,0,0,0,0,1.8,0,0,0.86,0,0,0,0.34,0.54,0.71,0,0.97,0.23,0,0,0,0.71
"YB10Mineral.16S.S114",0.69,1.2,0,0.2,2.34,0,0,0.63,0,0,0,0,0,4.34,0,6.31,0,0,0,0,0.43,28.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.03,0,1.14,0,0,0.06,0,0,0.03,0
"YB10Organic.16S.S115",0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,5.31,0,0,0,0,0,31.26,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,1.2,0,0.29,0.77,0,0,0,0
"YB10Outer.16S.S115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0.03,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0
"YB11Inner.16S.S115",0,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0.14,0,0.03,0,0,0,0,45.2,14.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.06,0,0,0
"YB11Organic.16S.S116",0.23,1.83,0,1.74,1.09,0,0,0,0,0,0,0,0,7.09,0,4.51,0,0,0,0,1.2,26.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.83,0,0.17,0,0,0,0.6,0
"YB11Outer.16S.S116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03,0,0,0,0,1.46,38.89,0,0,0,0,0,0,0,0.29,0,0,0.29,0,0.26,0,0,0,0,0,1,0,0,0,0,0
"YB11primeInner.16S.S116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2,20.29,0,0,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0
"YB11primeOuter.16S.S116",0.14,0,0,0,0,0.14,0,0,0,0,0,0,0,0.69,0,1,0,0,0,0,43.91,19.74,0,0,0,0,0,0,0,0.43,0,0,0.57,0,0,0,0,0.11,0.97,0,0.23,0,0,0,0.51,0.14
"YB12Inner.16S.S22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10.46,0,0,0,0,0,0,0.83,3.8,0,0,0,0,0,0,0,3.83,0.34,0,0,0,0,0,0.43,0
"YB12Outer.16S.S22",0,0,0,0,0,0,0,0.69,0,0.94,0,0,0,0,0,0,0.17,0,0,0,60.63,7.49,0,0,0,0,0,0.94,2.63,9.86,0,0,0,0,0,0,0.94,6.37,0,0,0,0.46,0,0,0,0
"YB13Inner.16S.S117",0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,2.23,0,0,0,0,62.14,13.77,0,0,0,0,0,0.31,0.31,0.37,0,0,1.06,0,0,0,0,0.31,0,0,0,0,0,0,0,0
"YB13Mineral.16S.S22",0.63,4.8,0,1.4,0.49,0,0,0,0,0,0,0,0,4.8,0,4.43,0,0,0,0,1.26,21.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0.26,0,0,0,0.43,0
"YB13Organic.16S.S117",0,0.94,0.26,1.2,0.46,0,0.26,0,0,0,0,0,0,4.51,0,1.29,0,0,0,0,0.89,23.4,0,0,0,0,0,0,0,0.29,0,0,0.03,0,0,0,0,0,0.6,0,0.49,0.17,0,0,0.06,0
"YB13Outer.16S.S117",4.37,0.89,0.06,0.94,0,4.37,0.06,0,0,0,0,0,0,0.89,0,1.63,0,0,0,0,2.97,44.11,0,0,0,0,0,1.83,1.83,0,0,0,0,0,0,0,0,1.83,0,0,0,0,0,0,1,4.37
"YB14Mineral.16S.S117",0,2.11,0,1.09,1.14,0,0,0,0,0,0,0,0,5.31,0,1.11,0,0,0,0,1.49,23.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.6,0,0.11,0.09,0,0,0.54,0
"YB14Organic.16S.S117",0.4,0.31,0.29,0.6,0.34,0,0.29,0,0,0.14,0,0,0,3.2,0,1.6,0,0,0,0,1.97,25.46,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0.31,0.31,0,1.2,0.57,0,0,0.46,0.2
"YB14Outer.16S.S118",0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.31,2.11,0,0,0,0,0.6,65.31,0,0,0,0,0,0,0,0.29,0,0,0.91,0,0,0,0,0,0,0,0.2,0,0,0,0,0
"YB15Inner.16S.S118",0,17.57,0.6,18.17,0,0,0.6,0,0,0,0,0,0,17.57,0,0.09,0,0,0,0,8.97,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YB15Mineral.16S.S118",0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,7.74,0.37,4.09,0,0,0,0,0.74,31.71,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0.09,0.74,0.6,0,0,0.57,0,0,0.37,0
"YB15Organic.16S.S118",0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,2.26,0,0,0,0,0,28.37,0,0,0.14,0,0,0.14,0,0.83,0,0,0,0,0,0,0,0,0.71,0,1.09,0.03,0,0,0,0
"YB15Outer.16S.S118",4.2,0,0,0,0,4.2,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,2.57,50.31,0,0,0,0,0,1.71,1.71,0,0,0,0.91,0,0,0,0,1.71,0,0,0,0.49,0,0,0.71,4.2
"YB2Mineral.16S.S119",0.94,4.97,1.17,1.46,1.57,0,1.17,0.51,0,0.17,0,0,0,2,0,0.2,0,0,0,0,1.43,11.34,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0.11,0,0.06,0,0,0,0.63,0
