"","Pathotroph","Saprotroph","Symbiotroph","Bryophyte Parasite","Dung Saprotroph","Ectomycorrhizal","Fungal Parasite","Leaf Saprotroph","Plant Parasite","Wood Saprotroph","Animal Pathogen","Endophyte","Plant Pathogen","Lichen Parasite","Litter Saprotroph","Soil Saprotroph","Plant Saprotroph","Epiphyte","Lichenized","Arbuscular Mycorrhizal","Endomycorrhizal","Ericoid Mycorrhizal","Orchid Mycorrhizal","Root Associated Biotroph","Clavicipitaceous Endophyte","Animal Endosymbiont"
"AB1Inner.ITS.S22",1.1,98.53,0.45,0,0.03,0,0.2,0,0,0.35,1.1,0.2,0,0,0,0,0,0,0.25,0,0,0,0,0,0.2,0
"AB1Mineral.ITS.S24",48.98,24.05,61.58,0.1,0.6,52.35,37.85,0.1,0.07,2.48,0.15,3.28,9.85,0.05,2.78,12.93,1.15,0.03,0,0,0,1.57,0,0,0.1,0
"AB1Organic.ITS.S26",15.47,13.8,67.9,0.03,0.6,63.1,5.3,0.05,0,5.05,0.25,2.25,7.15,0,1.93,5.15,3.33,0.2,0,0,0,3.35,0.45,0.05,0,0
"AB10Mineral.ITS.S8",16.3,28.85,53.62,0,1.98,38.6,5.3,0,0,11.45,0.78,9.35,6.38,0.03,8.5,8.65,8.78,0.12,0,0,0,4.62,0.52,0.52,0.4,0
"AB10Organic.ITS.S10",14.6,20.82,73.28,0,2.15,65.72,6.88,0,0,14.28,0.55,1.93,3.12,0,1.35,1.18,5.82,0.3,0,0,0,6.5,0.45,0,0.03,0
"AB11Mineral.ITS.S16",21.9,42.15,64.03,0.88,2.83,38.1,12,0.88,0.88,4.85,1.85,9.3,5.55,0.03,6.95,12.57,1.18,0.03,0,0,0,5.18,0.03,0.03,1.25,0
"AB11Organic.ITS.S18",6.22,24.95,57.77,0.05,3.38,52.4,1.95,0,0,16.77,0.32,2.3,1.32,0.05,2,1.85,2.52,0.1,0.03,0,0,3.4,0.2,0,0,0
"AB2Inner.ITS.S30",1.6,97.38,0.35,0,0,0,0.38,0.07,0,0.52,1.25,0.28,0.28,0.05,0,0.05,0,0,0.03,0,0,0,0,0,0.22,0
"AB2Mineral.ITS.S32",35.58,18.15,44.15,0,0.1,35.95,7.82,0,0,1.85,0.42,3.45,25.5,0,2.88,9.18,1.43,0.05,0.15,0,0,2.45,0,0,0.32,0
"AB2Organic.ITS.S34",11.53,23.68,56.58,0.05,0.3,52.52,2.38,0.03,0.03,4.4,0.48,1.88,7.8,0,1.45,15.88,2.5,0.12,0,0,0,2.35,0.1,0,0.03,0
"AB3slash5Inner.ITS.S42",3.65,98.15,0,0,0,0,0,0,0,0.95,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB3slash5Mineral.ITS.S44",26.05,39.93,39.1,0,1.18,25.98,0.5,0,0,3.98,0.2,8.68,21.75,0,8.15,21.55,2.95,0.08,0,0,0,3.92,0.45,0.45,0.05,0
"AB3slash5Organic.ITS.S46",12.18,31.92,48.95,0.17,1.25,45.1,2.17,0.2,0.03,8.05,0.22,1.85,7.58,0.03,1.38,14.3,5.3,0.52,0,0,0.05,2.33,0.2,0,0,0
"AB4Mineral.ITS.S52",52.67,14.1,76.98,0,0.5,69.48,41.67,0,0,3.15,0.38,4.62,8.47,0,3.7,5.22,2.05,0.07,0,0,0,2.88,0.28,0.28,0.05,0
"AB4Organic.ITS.S54",28.65,17.52,73.47,0.2,2.65,69.65,23.52,0.05,0,4.58,0.38,1.52,2.72,0,1.32,5.15,1.38,0.12,0,0,0.05,2.6,0.1,0,0.12,0
"AB4slash6Mineral.ITS.S60",19.68,37.48,43.33,0.07,1.55,27.4,1.65,0.07,0,6.28,0.2,8.88,15.38,0,7.97,17,4.4,0.05,0,0,0,2.92,0,0,0.2,0
"AB4slash6Organic.ITS.S62",13.43,21.23,64.78,0,1.1,58.88,8.95,0,0,8.9,1.2,4.92,3.85,0,2.58,6.35,4.75,0.48,0,0,0,0.92,0,0,0,0
"AB5Mineral.ITS.S76",46.27,21.5,52.67,0.17,1.28,40.6,17.9,0.17,0.17,4.68,1.15,6.4,23.02,0,5,11.03,3.08,0.12,0.07,0,0,5.12,0.15,0.15,0.72,0
"AB5Organic.ITS.S78",17.42,24.9,57.9,0,1.88,53.95,2.85,0.22,0,6.62,0.68,1.48,10.6,0,1.35,12.82,3.05,0.17,0.07,0,0,3.67,0.68,0.03,0.22,0
"AB501Mineral.ITS.S68",23.18,35.38,53,3.62,4.4,43.62,7.2,3.62,3.6,7,1.12,8,14.5,0.03,6.8,23.7,2.3,0.15,0,0,0,1.25,1.22,1.22,0.55,0
"AB501Organic.ITS.S70",17.6,19.12,53.8,0.2,1.05,50.42,8.1,0.2,0,11.35,0.88,1.77,7.7,0,1.75,4.32,8.67,0.17,0.2,0,0,1.52,0.08,0.03,0,0
"AB6Mineral.ITS.S84",27.35,27.18,57.12,0,0.98,42.15,3.58,0,0,4.12,1.62,8.53,17.32,0,6.5,11.68,3.02,0.05,0,0,0,6.07,0,0,0.92,0
"AB6Organic.ITS.S86",15.4,23.23,60.27,0.07,1.75,53.77,1.07,0.15,0,9.43,0.28,3.02,10.85,0.05,2.48,3.25,3.95,0.07,0,0,0,4.03,0.4,0,0.2,0
"AB6primeMineral.ITS.S92",27.5,30.68,50.2,0,1.52,37.8,3.2,0,0,4.47,0.15,7.05,19.38,0,6.82,17.5,2.83,0,0,0,0,5.1,0,0,0,0
"AB6primeOrganic.ITS.S94",17.8,33.92,56,0.22,2.42,51.08,9.28,0.17,0,11.7,0.48,1.68,4.95,0.05,2.12,12.15,7.9,0.12,0,0,0,3.55,0.07,0,0,0
"AB9Mineral.ITS.S100",16.7,19.77,61.3,0,0.7,49.75,2.65,0,0,6.12,2.1,7.28,10.93,0.05,5.12,8.22,4.68,0.1,0,0,0,3.38,0.48,0.48,1.3,0
"AB9Organic.ITS.S102",11.9,23.6,53.1,0.05,2.18,45.83,2.17,0,0,5.58,1.8,4.45,5.25,0.2,2.78,3.1,2.52,0.12,0,0,0,5.03,1.05,0,0.45,0
"ABT14PMineral.ITS.S108",28.92,31.3,58.52,0,1.07,42.45,6.68,0,0,7.55,3.65,13.62,17.98,0,8.05,16.27,5.75,0.07,0,0,0,2.22,0.28,0.28,0.65,0
"ABT14POrganic.ITS.S110",18.4,18.55,65.33,0.17,1.27,61.38,11.97,1.18,0,10.4,0.17,2.48,5.28,0,1.32,0.82,7,0.1,0,0,0,2.38,0.4,0,0,0
"BB1Inner.ITS.S176",57.65,58.05,0.58,0,0.15,0,0.72,0,0,56.08,1.05,0.55,56.73,0,0,0,0,0.22,0.03,0,0,0,0,0,0.17,0
"BB1Mineral.ITS.S178",25.45,30.12,57.12,0,1.75,43.55,9.35,0,0,7.1,0.68,7.8,11.1,0.35,7.05,10.75,4.95,0.15,0,0,0.07,5.22,0.22,0.1,0,0
"BB1Organic.ITS.S180",9.93,23.95,64.8,0,0.17,59.98,3.52,0,0,9.28,0.3,2.83,4.1,0,2.78,10.05,4.75,0.1,0,0,0,2.67,0.65,0,0,0
"BB1Outer.ITS.S182",4.82,5.47,11.47,0,0,0.55,0.45,0.35,0,3.08,3.2,3.9,3.8,2.17,0,0.58,0.58,0.35,7.03,0,0,0,0,0,0,0
"BB10Inner.ITS.S114",2.38,1.12,0.4,0,0.05,0,0.4,0,0,0.05,1.48,0.4,1.98,0,0,0,0,0,0,0,0,0,0,0,0.4,0
"BB10Organic.ITS.S116",29.35,25.5,75.42,0,2.5,66.45,17.02,0,0,19.2,2.43,7.58,13.4,0,2.6,2.7,14.38,0.45,0,0,0,1.73,0.48,0.25,2.08,0
"BB10Outer.ITS.S118",4.82,5.55,2.55,0,0.7,0.72,0,0,0,2.52,4.82,4.82,4.82,1.82,0,0,0,0,0,0,0,0,0,0,0,3
"BB10primeInner.ITS.S120",19.68,28.5,3.15,0,0,0,8.9,0,0,11.18,10.75,3.15,7.62,0,0,3.15,3.15,0,0,0,0,0,0,0,0,0
"BB10primeMineral.ITS.S122",16,21.18,63.33,0,4.18,50.6,5.78,0,0,8.18,4.8,9.22,7.72,0.42,5.68,5.78,3.75,0,0.15,0,0,1.95,0.15,0.15,3.58,0
"BB10primeOrganic.ITS.S124",8.85,22.75,57.27,0.6,4.23,47.73,4.32,0.62,0.6,10.45,2.58,4.53,2.85,0.07,2.25,3.78,5.32,0,0.07,0,0,1.68,0,0,1.75,0
"BB11Inner.ITS.S128",6.7,5.4,3.42,0,0.2,0.52,3.52,0,0,1.85,3.35,3.42,4.47,1.12,0,0,0,0,0,0,0,0,0,0,1.77,0
"BB11Mineral.ITS.S130",24.45,22.1,58.15,0.03,1.68,41.75,3.5,0.07,0,5.8,2.35,11.7,17.05,0.07,8.65,9.15,3.28,0.35,0.03,0,0,3.92,0.08,0,1.2,0.05
"BB11Organic.ITS.S132",22.98,16.75,59.67,0.05,2.48,50.3,2.8,0.3,0,8.88,2,6,16.53,0.17,4.12,3.9,3.9,0.32,0.52,0,0,3.8,0.5,0,0.68,0
"BB12Inner.ITS.S136",3.88,4.03,3.58,0,0.45,0,0,0,0,1.05,1.43,2.33,2.62,1.55,0,0,0,0,1.25,0,0,0,0,0,0,0
"BB12Mineral.ITS.S138",24.32,25.02,44.33,0,1.68,26.38,1.65,0,0,4.32,0.35,6.97,16.72,0.03,6.28,6.38,2.05,0.15,0,0,0,6.65,1.62,1.62,0.22,0
"BB12Organic.ITS.S140",18.12,25.55,65.75,0.12,0.88,61.3,16.1,0.03,0,20.85,0.22,1.88,5.97,0,1.48,1.4,11.03,0.1,0,0,0,3.9,0.68,0,0.12,0
"BB13Mineral.ITS.S146",24.48,23.92,60.88,0,1.4,45.75,3.75,0,0,3.9,2.33,10.25,16.92,0.05,7.75,7.88,1.95,0.03,0,0,0,4.28,0.7,0.6,2.08,0
"BB13Organic.ITS.S148",9.47,16.5,65.83,0.08,1.75,61.08,7.7,0.1,0,10.35,2.2,4.15,5.22,0,2.62,1.45,1.25,0.05,0.03,0,0,2.3,0.82,0.05,1.2,0
"BB13Outer.ITS.S150",0,8.42,0,0,8.42,0,0,0,0,8.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BB14Inner.ITS.S152",8.33,10.75,3.4,0,0,1.95,2.02,0,0,8.97,2.35,1.4,4.78,1.32,0.05,0.45,0.6,0,0,0,0,0.05,0,0,1.05,0
"BB14Mineral.ITS.S154",24.27,30.7,57.85,0,3.02,39.98,4.15,0.05,0,4.53,3.2,12.22,14.68,0.05,9.03,9.2,2.28,0.07,0,0,0,5.42,0.28,0.28,2.88,0
"BB14Organic.ITS.S156",28.68,26.12,60.95,0.05,4.45,52.02,11.75,0.62,0,14.18,4.32,7.15,14.15,0.05,5.42,3.33,5.47,0.42,0,0,0.05,2,0.65,0.52,3.17,0
"BB14Outer.ITS.S158",7.72,6.95,11.53,0,0,0,0,0,0,5.58,6.95,11.53,7.72,5.58,0,0,0,0,0,0,0,0,0,0,0,0
"BB16Inner.ITS.S160",2.05,1.4,2.7,0,0.8,0,1.55,0,0,0.82,1.55,2.7,0.5,0,0,0,0.03,0,0,0,0,0,0,0,1.55,0
"BB16Mineral.ITS.S162",29.55,24.68,55.12,0,1.57,40.15,3.9,0,0,5.22,1.35,9.72,22.62,0.22,6.28,6.95,1.4,0,0.03,0,0,4.92,0.03,0.03,1.12,0
"BB16Organic.ITS.S164",15.78,13.32,62.88,0.15,1.4,57.27,3,0.2,0.07,4.88,0.62,3.02,11.12,0.03,1.88,5.68,1.8,0.45,0.1,0,0,2.6,0.1,0,0.3,0
"BB16Outer.ITS.S166",11.5,5.05,8.88,0,0.28,0,5.9,0,0,1.83,9.43,9.55,4.25,1.55,0,0,0,0.65,0,0,0.6,0,0,0,5.25,1.27
"BB16primeInner.ITS.S168",3.98,3.72,2.5,0,0.38,0.17,0.4,0.4,0,0.65,2.83,2.33,3.58,0,0,0,0,0,0,0,0,0,0,0,0.4,0
"BB16primeMineral.ITS.S170",27.38,26.18,48.6,0,3.33,32.38,2.8,0,0,7.7,1.3,9.93,19.27,0.2,7.85,8.1,3.38,0.17,0,0,0,5.88,0.15,0.15,0.77,0
"BB16primeOrganic.ITS.S172",29.2,17,52.4,0.12,1.02,47.65,3.67,0.03,0.03,6.2,0.82,1.95,23.42,0,1.05,2.65,3.58,0.17,0.28,0,0,2.45,0.62,0.5,0.15,0
"BB16primeOuter.ITS.S174",1,0.58,0.7,0,0,0,0.42,0,0,0.28,1,0.7,0.58,0.28,0,0,0,0,0,0,0,0,0,0,0.42,0
"BB3Inner.ITS.S184",0.92,0.75,0.92,0,0,0.65,0.92,0,0,0,0.28,0.28,0,0,0,0.75,0,0,0,0,0,0,0,0,0.28,0
"BB3Mineral.ITS.S186",28.75,42.35,46.45,0.25,1.73,29.92,10.68,0.25,0.25,6.82,3.17,9.8,10.78,1.1,6.47,21.2,3.92,0.05,0,0,0,5.88,0.1,0.1,0.43,0.03
"BB3Organic.ITS.S188",12.32,32.08,55.35,2.78,4.2,48.62,4.78,3.02,2.78,11.22,1.12,3.75,4.92,0.22,2.33,12.98,2.8,0.62,0.17,0,0,3.98,0.68,0,0,0
"BB3Outer.ITS.S190",4.47,4.47,4.47,0,0,0,0,0,0,4.47,4.47,4.47,4.18,4.18,0,0.3,0.3,0,0,0,0,0,0,0,0,0
"BB5Inner.ITS.S192",1.48,2.67,0,0,0,0,0,0.65,0,0.82,0.82,0,1.45,0,0,0.3,0,0,0,0,0,0,0,0,0,0
"BB5Mineral.ITS.S194",17.9,27,55.98,0,1.82,44.1,2.5,0.07,0,6.25,1.68,9.38,13.5,0.55,7.32,11.57,3.88,0,0,0,0,2.7,3.02,2.62,0.9,0
"BB5Organic.ITS.S196",21.4,30.42,57.9,0.05,3.33,50.23,7.88,0.05,0.05,23.55,1.85,4.45,10.8,0.03,2.38,1.85,10.85,0.12,0.03,0,0,3.4,0.48,0.08,1.4,0
"BB5Outer.ITS.S198",3.42,3.95,3.58,0,0,0,0,0,0,0,3.28,1.55,1.98,0,0,0,0,0,2.02,0,0,0,0,0,0,0
"BB6Inner.ITS.S200",5.62,15.5,1.27,0,0,0,0,0,0,8.3,4.47,1.27,4.57,1.27,0,0,0,0,0,0,0,0,0,0,0,0
"BB6Mineral.ITS.S202",20.52,29.35,65.85,0,0.95,42.6,5.38,0.12,0,6.65,3.62,14.75,12.03,0.17,9.88,10.8,3.1,0.4,0,0,0,4.18,0.95,0.85,3.35,0
"BB6Organic.ITS.S204",18.35,24.52,65.47,0.3,3.85,55.77,3.45,0.32,0.3,18.08,3.1,5.47,10.4,0.03,2.72,2.3,3.83,0.05,0,0,0,4.52,0.25,0,1.2,0
"BB7Mineral.ITS.S210",26.02,29.98,49.92,0.1,0.48,31.9,3.62,0.1,0.1,5.5,2.12,13.7,19.4,0.15,10.68,15.78,4.05,0.08,0,0,0,3.35,0,0,1.43,0
"BB7Organic.ITS.S212",19.45,12.55,66.35,0.25,3.45,58.38,2.25,0.22,0.17,7.22,1.82,3.52,12,0,2.52,3.45,2.4,0.25,0,0,0,4.78,0.35,0,0.55,0
"BB8Inner.ITS.S216",33.08,25.08,10.15,0,0.38,0.17,2.4,0,0,1.35,22.92,8.8,30.77,0.88,0,0.1,0.5,0.3,0.38,0,0,0,0,0,0.82,0
"BB8Mineral.ITS.S218",15.45,15.45,75.4,0,1.2,61.67,6.3,0,0,5.95,6.22,11.25,6.53,0.2,4.97,5.42,3.67,0.15,0.03,0,0,2.08,1,1,4.75,0
"BB8Organic.ITS.S220",24.73,27.35,48.42,3.17,4.32,32.67,8.75,3.2,3.02,10.72,5.62,11.4,12.62,0.12,6.45,6.6,4.5,0.32,1.98,0,0,2.65,0.62,0.32,4.1,0
"BB8Outer.ITS.S222",17.7,13.47,6.88,0,0.45,0,3.4,0.17,0,1.32,13.12,6.6,14.1,1.45,0,0.2,0.48,0.48,0.28,0,0,0,0,0,2.7,0
"BB9Inner.ITS.S224",0.5,92.5,0.68,0,0,0.4,0.1,0,0,0.12,0.17,0.17,0.3,0,0.1,0.12,0.05,0.05,0,0,0,0.07,0,0,0,0
"BB9Mineral.ITS.S226",29.2,22.85,60.77,0.07,2.3,48.33,4.03,0.07,0.07,12.65,2.5,7.7,21.38,0.05,4.68,4.82,3.42,0.03,0,0,0,4.55,0.08,0.05,2.2,0
"BB9Organic.ITS.S228",15.95,29.52,61.95,0,4.4,54.08,1.85,0.25,0,19.8,1.1,3.52,9.78,0.08,2.28,1.98,3.8,0.2,0,0,0.05,4.85,0.42,0,0.72,0
"BB9Outer.ITS.S230",2.6,2,1.98,0,1.1,0.4,1.7,1.1,0,0,2.48,1.57,0.12,0,0,0,0,0,0,0,0,0,0,0,1.57,0
"BBGT1Inner.ITS.S232",12.72,10.15,25.35,0,0.65,0,6.4,0,0,1.83,10.03,17.55,5.42,1.18,0.58,0,0,2.05,6.03,0,0,0,0,0,5.95,0
"BBGT1Mineral.ITS.S234",14.3,29,57.62,0,6.18,40.05,9.5,0,0,5.8,5.82,11.4,2.8,0.03,8.25,11.75,0.17,0.2,0,0.3,0.05,0.48,1.1,1.1,3.67,0
"BBGT1Organic.ITS.S236",16.68,41.9,30.52,2.35,9.47,19.02,8.88,3.42,2.35,12.22,4.92,9.58,8.28,0.32,4.53,14.5,0.35,0.45,0,0.15,0.03,0.1,0.35,0.35,2.75,0.45
"BBX1Inner.ITS.S240",0.32,0.32,0.48,0,0,0,0,0,0,0,0.32,0,0.32,0,0,0,0,0,0.48,0,0,0,0,0,0,0
"BBX1Mineral.ITS.S242",23.68,37.35,56.75,0.55,7.6,32.27,16.35,0.5,0.5,7.6,8.12,14.28,3.92,0.15,9.53,10.95,0.2,1,0,0.28,0,0.72,4.25,4.2,3.98,0
"BBX1Organic.ITS.S244",32.27,48.4,52.67,19.2,26.85,42.1,25.58,21.7,19.2,25.95,3.2,6.65,5.68,0.42,8.9,3.83,0.25,0.6,0,0.1,0,0.32,5.18,5.18,1.15,0
"BBX1Outer.ITS.S246",34.38,11.75,11.62,0,0,0,2.1,0,0,0.5,8.9,7.75,33.12,0.78,0,0,0.1,0.22,3.7,0,0,0,0,0,0,0
"BBX6Inner.ITS.S248",1,48.83,0.35,0,0,0,0,0,0,0.28,0.15,0.15,0.85,0,0,0.15,0.15,0,0.2,0,0,0,0,0,0,0
"BBX6Mineral.ITS.S250",16.5,35.7,63.23,0.15,8.53,39.65,11.4,0.1,0.1,9.12,7.55,19.62,5.65,1.57,14.32,14,0.35,0.3,0.03,0.1,0,0.45,0.15,0.15,3.9,0
"BBX6Organic.ITS.S252",16.52,50.88,24.92,0.82,12.45,5.08,9.38,1.12,0.48,14.97,6,17.77,6.85,0.75,13.5,22.23,0.12,0.38,0,0.25,0,0.2,0.12,0.12,3.33,0
"BBX6Outer.ITS.S254",0.6,0.6,1.95,0,0,0,0.6,0,0,0.6,0,1.6,0.6,0.6,0,0,0,0,0.35,0,0,0,0,0,0,0
"BBX7Inner.ITS.S256",4.25,0.55,5.97,0,0,0,0,0,0,0.55,0,1.18,1,3.25,0,0,0,0.4,4.4,0,0,0,0,0,0,0
"BBX7Mineral.ITS.S258",15.15,35.68,57.55,0.1,5.4,37.95,10.22,0.1,0.1,9.45,5.08,16.62,6.47,0.32,10.65,11.97,0.52,0.52,0,0.3,0,0.15,0.15,0.15,2.58,0
"BBX7Organic.ITS.S260",10.82,33.58,23.95,0.1,11.78,11.68,5.92,0.73,0.05,9.8,2.67,9.83,5.5,0.48,12.2,10.05,0.25,0.38,0,0.32,0,0.28,0,0,1.25,0
"BBX7Outer.ITS.S262",2.8,2.33,11.22,0,0,0,0,0,0,0.28,1.42,0.28,0.28,1.38,0,0,0,0,10.95,0,0,0,0,0,0,0
"BC1Mineral.ITS.S264",19.6,24.35,40.25,0.25,0.62,31.58,0.82,0.28,0.25,5.9,0.22,5.38,15.45,0.1,5.03,9.55,5.08,0,0,0,0.03,3.78,1.2,0.85,0.1,0
"BC1Organic.ITS.S266",12.8,24.05,63.23,0.03,1.3,53.52,2.25,0.03,0,9.03,0.65,7.22,8.28,0.05,5.95,10.1,7.2,0.5,0,0,0,3.25,0.68,0,0.38,0
"BC1Outer.ITS.S268",84.18,99.62,83.5,0,15.45,0,0,0,0,98.95,84.18,83.5,83.5,83.5,0,0,0,0,0,0,0,0,0,0,0,0
